,reactant_smi,rxn_id,mapped_atoms,reactant_id_no_underbar,nuc_sites,MCA Value [kJ/mol],Est. Error [kJ/mol],Type
105,COCC(CC1=CC=CC=C1)[NH2:10],36,{10: 11},36reac0,5,277.50607710087144,11.990038162108217,Double bond
106,C1CC[C:20](=[O:21])CC1,36,"{20: 3, 21: 4}",36reac1,4,347.31170460856924,11.245503597616903,Ketone
107,C1CC[C:20](=[O:21])CC1,36,"{20: 3, 21: 4}",36reac1,3,181.24142507930569,45.61188612168818,Double bond
108,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,18,476.792508873296,16.87147696076366,Amine
109,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,7,388.02194592478224,18.321348657596914,Double bond
110,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,13,359.28364189429345,15.164309529048046,Double bond
111,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,9,343.2868531003245,18.151392555169966,Double bond
112,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,15,339.1026071888369,18.851178207144205,Double bond
113,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,25,336.2743051852302,10.635711382521212,Aldehyde
114,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,10,330.2013344253119,18.55264760150765,Double bond
115,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,14,327.5735288354246,16.177683516277483,Double bond
116,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,16,327.44133569038553,10.438455795300126,Double bond
117,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,0,314.5409568514771,9.872885644626729,Double bond
118,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,2,306.23128037984804,9.357543371061777,Double bond
119,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,4,306.23128037984804,9.357543371061777,Double bond
120,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,3,294.81521111749595,19.376186357517945,Double bond
121,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,5,293.4611606861073,9.801170627805067,Double bond
122,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,1,293.4611606861073,9.801170627805067,Double bond
123,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,8,282.80174863897537,16.793848133829407,Double bond
124,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,11,280.2966283267747,16.99241151953658,Double bond
125,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,24,271.6223749458951,57.07378197225097,Double bond
126,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,12,258.53841887151685,22.332827889071424,Double bond
127,C1=CC=C(C=C1)C(C2=C(C=CC3=C2C=CC=C3)O)[NH:10]CCCCC[CH:20]=[O:21],37,"{10: 18, 20: 24, 21: 25}",37reac0,17,255.29304080402898,13.26317213344754,Phenol
128,CC[NH:10]CC,38,{10: 2},38reac0,2,518.6097581793329,15.992844597523405,Amine
129,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,11,361.39584052449476,9.458122677848857,Atom with lone pair
130,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,9,354.97236288024123,23.807355558920268,Double bond
131,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,7,328.01816556295853,10.097868040952719,Double bond
132,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,3,328.01816556295853,10.097868040952719,Double bond
133,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,5,295.97621177248305,10.731999104843858,Double bond
134,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,8,294.06909256343795,39.76765139860757,Double bond
135,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,13,292.42506235386554,17.184843333925357,Atom with lone pair
136,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,4,283.1351549871663,12.726991075811823,Double bond
137,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,6,283.1351549871663,12.726991075811823,Double bond
138,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,1,276.73232691071314,9.739507148941463,Ether
139,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,14,251.2778867183488,14.328942721764903,Atom with lone pair
140,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,2,217.1945088793641,18.975732023367698,Double bond
141,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,10,132.3619275382325,23.519379505254044,Triple bond
142,COC1=CC=C(C=C1)/[CH:20]=[C:21](\C#N)/[C:22](=[O:23])OC,38,"{20: 8, 21: 9, 22: 12, 23: 13}",38reac1,12,75.7312580595783,26.52164515810662,Double bond
143,CCOC(=O)C([C:21](=[CH2:20])[C:22]#[N:23])O,39,"{21: 6, 20: 7, 22: 8, 23: 9}",39reac0,9,354.60459802286726,9.375670142597073,Atom with lone pair
144,CCOC(=O)C([C:21](=[CH2:20])[C:22]#[N:23])O,39,"{21: 6, 20: 7, 22: 8, 23: 9}",39reac0,6,307.54481429118067,32.939122979598295,Double bond
145,CCOC(=O)C([C:21](=[CH2:20])[C:22]#[N:23])O,39,"{21: 6, 20: 7, 22: 8, 23: 9}",39reac0,7,305.1121094106891,28.626064795376756,Double bond
146,CCOC(=O)C([C:21](=[CH2:20])[C:22]#[N:23])O,39,"{21: 6, 20: 7, 22: 8, 23: 9}",39reac0,4,294.489542330294,11.84145642605069,Ester
147,CCOC(=O)C([C:21](=[CH2:20])[C:22]#[N:23])O,39,"{21: 6, 20: 7, 22: 8, 23: 9}",39reac0,10,263.7156985420258,13.754929331750215,Atom with lone pair
148,CCOC(=O)C([C:21](=[CH2:20])[C:22]#[N:23])O,39,"{21: 6, 20: 7, 22: 8, 23: 9}",39reac0,2,221.177129537068,14.240179579142776,Atom with lone pair
149,CCOC(=O)C([C:21](=[CH2:20])[C:22]#[N:23])O,39,"{21: 6, 20: 7, 22: 8, 23: 9}",39reac0,8,139.59382384247544,22.128591355581232,Triple bond
150,CCOC(=O)C([C:21](=[CH2:20])[C:22]#[N:23])O,39,"{21: 6, 20: 7, 22: 8, 23: 9}",39reac0,3,129.14892886542083,58.604870427259904,Double bond
151,C1=CC(=CC=C1C[NH2:10])Cl,39,{10: 7},39reac1,7,483.94798525193,6.2304453414104675,Amine
152,C1=CC(=CC=C1C[NH2:10])Cl,39,{10: 7},39reac1,5,320.6080744946468,19.383040964581852,Double bond
153,C1=CC(=CC=C1C[NH2:10])Cl,39,{10: 7},39reac1,4,300.29077953762965,11.777233863061165,Double bond
154,C1=CC(=CC=C1C[NH2:10])Cl,39,{10: 7},39reac1,0,300.29077953762965,11.777233863061165,Double bond
155,C1=CC(=CC=C1C[NH2:10])Cl,39,{10: 7},39reac1,1,293.9891999246878,10.163003923389915,Double bond
156,C1=CC(=CC=C1C[NH2:10])Cl,39,{10: 7},39reac1,3,293.9891999246878,10.163003923389915,Double bond
157,C1=CC(=CC=C1C[NH2:10])Cl,39,{10: 7},39reac1,2,285.6415594027725,13.991866667341414,Double bond
158,C1=CC(=CC=C1C[NH2:10])Cl,39,{10: 7},39reac1,8,211.1377730769715,10.58534800663869,Atom with lone pair
159,C1CC[NH:10]C1,40,{10: 3},40reac0,3,511.70116067809164,14.819829679889821,Amine
160,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,7,351.49934363814936,8.803712640025301,Aldehyde
161,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,3,269.5510889958098,12.235330587722679,Double bond
162,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,1,269.5510889958098,12.235330587722679,Double bond
163,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,5,262.86121182641386,16.724073822376834,Double bond
164,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,4,249.6154706032027,13.83314485856883,Double bond
165,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,0,249.6154706032027,13.83314485856883,Double bond
166,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,2,242.73723129296152,15.16116854226356,Double bond
167,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,8,192.82157574602843,12.478208890063994,Atom with lone pair
168,C1=CC(=CC=C1[CH:20]=[O:21])Cl,40,"{20: 6, 21: 7}",40reac1,6,146.29298443422152,44.99981082985556,Double bond
169,CC(C)(C)[CH:20]=[O:21],41,"{20: 4, 21: 5}",41reac0,5,333.0233430451035,13.74924145996588,Aldehyde
170,CC(C)(C)[CH:20]=[O:21],41,"{20: 4, 21: 5}",41reac0,4,219.8704033992785,71.31123988836194,Double bond
171,C1CC([NH:10]C1)C(=O)O,41,{10: 3},41reac1,3,481.27391853570475,13.606320878094916,Amine
172,C1CC([NH:10]C1)C(=O)O,41,{10: 3},41reac1,6,319.57117494186053,12.106325399523815,Carboxylic acid
173,C1CC([NH:10]C1)C(=O)O,41,{10: 3},41reac1,7,240.31896467695623,13.174683669459437,Atom with lone pair
174,C1CC([NH:10]C1)C(=O)O,41,{10: 3},41reac1,5,123.84030901138723,61.7772666483738,Double bond
175,CC(C)[NH:10]C(C)C,42,{10: 3},42reac0,3,502.716243711058,11.087594686657438,Amine
176,CO[C:22](=[O:23])[CH:21]=[CH2:20],42,"{22: 2, 23: 3, 21: 4, 20: 5}",42reac1,4,327.33055559347383,29.801397666566626,Double bond
177,CO[C:22](=[O:23])[CH:21]=[CH2:20],42,"{22: 2, 23: 3, 21: 4, 20: 5}",42reac1,3,317.75233912344083,13.837573280338457,Atom with lone pair
178,CO[C:22](=[O:23])[CH:21]=[CH2:20],42,"{22: 2, 23: 3, 21: 4, 20: 5}",42reac1,5,281.66106056556134,13.893366484667364,Double bond
179,CO[C:22](=[O:23])[CH:21]=[CH2:20],42,"{22: 2, 23: 3, 21: 4, 20: 5}",42reac1,1,260.60131156661174,10.754384633889963,Atom with lone pair
180,CO[C:22](=[O:23])[CH:21]=[CH2:20],42,"{22: 2, 23: 3, 21: 4, 20: 5}",42reac1,2,99.77067421709353,23.856530678128923,Double bond
181,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,12,380.91110115832794,15.724678550034609,Atom with lone pair
182,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,10,367.52953274696654,19.80738850277044,Double bond
183,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,2,336.2799498438074,31.797840050160918,Double bond
184,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,1,322.18618969053153,34.69549643144073,Double bond
185,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,6,312.64590401937954,13.482189533432765,Double bond
186,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,8,310.67408962379665,12.258247898870794,Double bond
187,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,5,302.9028051949026,9.776002819057911,Double bond
188,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,7,295.2450848672225,11.564278335097196,Double bond
189,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,4,265.06502626331655,16.1486069771166,Double bond
190,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,9,248.17719409311232,21.382134733170567,Double bond
191,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,3,232.963424904657,15.419362751915621,Double bond
192,C/[CH:20]=[C:21]/1\C2=C(C=CC=C2)C=C[C:22]1=[O:23],43,"{20: 1, 21: 2, 22: 11, 23: 12}",43reac0,11,128.07768204738306,29.301744824686033,Double bond
193,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,7,477.8916408445667,30.01785468114937,Imine
194,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,11,347.99550865442086,15.815660711553555,Double bond
195,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,4,340.81633170500754,13.767683532429004,Double bond
196,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,3,327.9668941830003,15.030490349191954,Double bond
197,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,10,323.1706565528812,14.873046216948088,Double bond
198,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,5,322.75080841079597,22.483295295366744,Double bond
199,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,2,309.9377597963828,15.89197451030673,Double bond
200,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,6,294.2930011588222,38.83845910588217,Double bond
201,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,12,292.9910497961026,11.810908362432453,Ether
202,COC1=C(C=C2C=[N:10]CCC2=C1)OC,43,{10: 7},43reac1,1,291.4400501985266,11.731944680332429,Ether
